time_ms,neuron_index
3.748299319487999526e+01,1.000000000000000000e+00
3.755102040575999212e+01,0.000000000000000000e+00
3.755102040575999212e+01,1.000000000000000000e+00
3.761904761663998897e+01,0.000000000000000000e+00
3.761904761663998897e+01,1.000000000000000000e+00
3.768707482751999294e+01,0.000000000000000000e+00
3.768707482751999294e+01,1.000000000000000000e+00
3.775510203839998979e+01,0.000000000000000000e+00
3.775510203839998979e+01,1.000000000000000000e+00
3.782312924927998665e+01,0.000000000000000000e+00
3.782312924927998665e+01,1.000000000000000000e+00
3.789115646015999772e+01,0.000000000000000000e+00
3.789115646015999772e+01,1.000000000000000000e+00
3.795918367103999458e+01,0.000000000000000000e+00
3.795918367103999458e+01,1.000000000000000000e+00
3.802721088191999144e+01,0.000000000000000000e+00
3.802721088191999144e+01,1.000000000000000000e+00
3.809523809279999540e+01,0.000000000000000000e+00
3.809523809279999540e+01,1.000000000000000000e+00
3.816326530367999226e+01,0.000000000000000000e+00
3.816326530367999226e+01,1.000000000000000000e+00
3.823129251455998912e+01,0.000000000000000000e+00
3.823129251455998912e+01,1.000000000000000000e+00
3.829931972543999308e+01,0.000000000000000000e+00
3.829931972543999308e+01,1.000000000000000000e+00
3.836734693631998994e+01,0.000000000000000000e+00
3.836734693631998994e+01,1.000000000000000000e+00
3.843537414719998679e+01,0.000000000000000000e+00
3.843537414719998679e+01,1.000000000000000000e+00
3.850340135807999786e+01,0.000000000000000000e+00
3.850340135807999786e+01,1.000000000000000000e+00
3.857142856895999472e+01,0.000000000000000000e+00
3.857142856895999472e+01,1.000000000000000000e+00
3.863945577983999158e+01,0.000000000000000000e+00
3.863945577983999158e+01,1.000000000000000000e+00
3.870748299071999554e+01,0.000000000000000000e+00
3.870748299071999554e+01,1.000000000000000000e+00
3.877551020159999240e+01,0.000000000000000000e+00
3.877551020159999240e+01,1.000000000000000000e+00
3.884353741247998926e+01,0.000000000000000000e+00
3.884353741247998926e+01,1.000000000000000000e+00
3.891156462335999322e+01,0.000000000000000000e+00
3.891156462335999322e+01,1.000000000000000000e+00
3.897959183423999008e+01,0.000000000000000000e+00
3.897959183423999008e+01,1.000000000000000000e+00
3.904761904511998694e+01,0.000000000000000000e+00
3.904761904511998694e+01,1.000000000000000000e+00
3.911564625599999090e+01,0.000000000000000000e+00
3.911564625599999090e+01,1.000000000000000000e+00
3.918367346687999486e+01,0.000000000000000000e+00
3.918367346687999486e+01,1.000000000000000000e+00
3.925170067775999172e+01,0.000000000000000000e+00
3.925170067775999172e+01,1.000000000000000000e+00
3.931972788863999568e+01,0.000000000000000000e+00
3.931972788863999568e+01,1.000000000000000000e+00
3.938775509951999254e+01,0.000000000000000000e+00
3.938775509951999254e+01,1.000000000000000000e+00
3.945578231039998940e+01,0.000000000000000000e+00
3.945578231039998940e+01,1.000000000000000000e+00
3.952380952127999336e+01,0.000000000000000000e+00
3.952380952127999336e+01,1.000000000000000000e+00
3.959183673215999022e+01,0.000000000000000000e+00
3.959183673215999022e+01,1.000000000000000000e+00
3.965986394303998708e+01,0.000000000000000000e+00
3.965986394303998708e+01,1.000000000000000000e+00
